dataset,edge_id,source_id,target_id
44b6_0113de3b,0,11000000075,12000000075
44b6_0113de3b,1,12000000075,13000000075
44b6_0113de3b,2,38000000003,39000000003
44b6_0113de3b,3,39000000003,40000000003
44b6_0113de3b,4,40000000003,41000000003
44b6_0113de3b,5,41000000003,42000000003
44b6_0113de3b,6,42000000003,43000000003
44b6_0113de3b,7,43000000003,44000000003
44b6_0113de3b,8,44000000003,45000000003
44b6_0113de3b,9,45000000003,46000000003
44b6_0113de3b,10,46000000003,47000000003
44b6_0113de3b,11,47000000003,48000000003
44b6_0113de3b,12,48000000003,49000000003
44b6_0113de3b,13,49000000003,50000000003
44b6_0113de3b,14,50000000003,51000000003
44b6_0113de3b,15,51000000003,52000000003
44b6_0113de3b,16,52000000003,53000000003
44b6_0113de3b,17,53000000003,54000000003
44b6_0113de3b,18,54000000003,55000000003
44b6_0113de3b,19,55000000003,56000000003
44b6_0113de3b,20,56000000003,57000000003
44b6_0113de3b,21,57000000003,58000000003
44b6_0113de3b,22,58000000003,59000000003
44b6_0113de3b,23,59000000003,60000000003
44b6_0113de3b,24,60000000003,61000000003
44b6_0113de3b,25,61000000003,62000000003
44b6_0113de3b,26,62000000003,63000000003
44b6_0113de3b,27,63000000003,64000000003
44b6_0113de3b,28,64000000003,65000000003
44b6_0113de3b,29,65000000003,66000000003
44b6_0113de3b,30,66000000003,67000000003
44b6_0113de3b,31,67000000003,68000000003
44b6_0113de3b,32,68000000003,69000000003
44b6_0113de3b,33,69000000003,70000000003
44b6_0113de3b,34,70000000003,71000000003
44b6_0113de3b,35,71000000003,72000000003
44b6_0113de3b,36,72000000003,73000000003
44b6_0113de3b,37,73000000003,74000000003
44b6_0113de3b,38,74000000003,75000000003
44b6_0113de3b,39,75000000003,76000000003
44b6_0113de3b,40,76000000003,77000000003
44b6_0113de3b,41,77000000003,78000000003
44b6_0113de3b,42,78000000003,79000000003
44b6_0113de3b,43,79000000003,80000000004
44b6_0113de3b,44,80000000004,81000000004
44b6_0113de3b,45,81000000004,82000000004
44b6_0113de3b,46,82000000004,83000000004
44b6_0113de3b,47,83000000004,84000000004
44b6_0113de3b,48,84000000004,85000000004
44b6_0113de3b,49,85000000004,86000000004
44b6_0b24845f,0,90000000036,91000000036
44b6_0b24845f,1,91000000036,92000000036
44b6_0b24845f,2,92000000036,93000000036
44b6_0b24845f,3,93000000036,94000000036
44b6_0b24845f,4,94000000036,95000000036
44b6_0b24845f,5,95000000036,96000000036
44b6_0b24845f,6,96000000036,97000000036
44b6_0b24845f,7,97000000036,98000000036
44b6_0b24845f,8,98000000036,99000000036
44b6_0b24845f,9,99000000036,100000000036
44b6_0b24845f,10,100000000036,101000000036
44b6_0b24845f,11,101000000036,102000000036
44b6_0b24845f,12,102000000036,103000000036
44b6_0b24845f,13,103000000036,104000000036
44b6_0b24845f,14,104000000036,105000000036
44b6_0b24845f,15,105000000036,106000000036
44b6_0b24845f,16,106000000036,107000000036
44b6_0b24845f,17,107000000036,108000000036
44b6_0b24845f,18,108000000036,109000000036
44b6_0b24845f,19,109000000036,110000000036
44b6_0b24845f,20,110000000036,111000000036
44b6_0b24845f,21,111000000036,112000000036
44b6_0b24845f,22,112000000036,113000000036
44b6_0b24845f,23,113000000036,114000000036
44b6_0b24845f,24,114000000036,115000000036
44b6_0b24845f,25,115000000036,116000000036
44b6_0b24845f,26,116000000036,117000000036
44b6_0b24845f,27,117000000036,118000000036
44b6_0b24845f,28,118000000027,119000000027
44b6_0b24845f,29,118000000036,119000000036
44b6_0b24845f,30,119000000027,120000000027
44b6_0b24845f,31,119000000036,120000000036
44b6_0b24845f,32,120000000027,121000000028
44b6_0b24845f,33,120000000036,121000000037
44b6_0b24845f,34,121000000028,122000000028
44b6_0b24845f,35,121000000037,122000000037
44b6_0b24845f,36,122000000028,123000000028
44b6_0b24845f,37,122000000037,123000000037
44b6_0b24845f,38,123000000028,124000000028
44b6_0b24845f,39,123000000037,124000000037
44b6_0b24845f,40,124000000028,125000000028
44b6_0b24845f,41,124000000037,125000000037
44b6_0b24845f,42,125000000028,126000000029
44b6_0b24845f,43,125000000037,126000000038
44b6_0b24845f,44,126000000029,127000000029
44b6_0b24845f,45,126000000038,127000000038
44b6_0b24845f,46,127000000029,128000000029
44b6_0b24845f,47,127000000038,128000000038
44b6_0b24845f,48,128000000038,129000000039
44b6_0c582fdc,0,108000000086,109000000086
44b6_0c582fdc,1,109000000086,110000000085
44b6_0c582fdc,2,110000000085,111000000085
44b6_0c582fdc,3,111000000085,112000000085
44b6_0c582fdc,4,112000000085,113000000085
44b6_0c582fdc,5,113000000085,114000000085
44b6_0c582fdc,6,114000000085,115000000085
44b6_0c582fdc,7,115000000085,116000000085
